State,County,lat,lng
IL,Henry,41.3531,-90.1314
IL,Iroquois,40.7473,-87.8243
IL,Jackson,37.7851,-89.3821
IL,Jasper,39.0101,-88.1538
IL,Jefferson,38.3005,-88.924
IL,Jersey,39.0855,-90.3565
IL,Jo Daviess,42.3658,-90.2126
IL,Johnson,37.4597,-88.8809
IL,Kane,41.9388,-88.4286
IL,Kankakee,41.1377,-87.8618
IL,Kendall,41.5906,-88.4288
IL,Knox,40.9318,-90.2132
IL,Lake,42.3233,-88.0037
IL,LaSalle,41.344,-88.8859
IL,Lawrence,38.72,-87.7268
IL,Lee,41.7461,-89.3003
IL,Livingston,40.8916,-88.5577
IL,Logan,40.1245,-89.3675
IL,Macon,39.86,-88.9616
IL,Macoupin,39.261,-89.9245
IL,Madison,38.8297,-89.9049
IL,Marion,38.6496,-88.919
IL,Marshall,41.0332,-89.3448
IL,Mason,40.2396,-89.9168
IL,Massac,37.2189,-88.7076
IL,McDonough,40.4562,-90.6779
IL,McHenry,42.3244,-88.4523
IL,McLean,40.4909,-88.8473
IL,Menard,40.0274,-89.8022
IL,Mercer,41.2053,-90.7414
IL,Monroe,38.2785,-90.1773
IL,Montgomery,39.231,-89.4789
IL,Morgan,39.7156,-90.2015
IL,Moultrie,39.6415,-88.6193
IL,Ogle,42.0426,-89.3207
IL,Peoria,40.788,-89.7601
IL,Perry,38.0837,-89.367
IL,Piatt,40.0103,-88.5911
IL,Pike,39.6225,-90.8863
IL,Pope,37.4127,-88.5615
IL,Pulaski,37.2232,-89.1266
IL,Putnam,41.2045,-89.2858
IL,Randolph,38.0521,-89.8252
IL,Richland,38.7124,-88.0851
IL,Rock Island,41.4673,-90.5674
IL,Saline,37.7531,-88.5407
IL,Sangamon,39.7582,-89.6589
IL,Schuyler,40.158,-90.6151
IL,Scott,39.6441,-90.4747
IL,Shelby,39.3911,-88.8055
IL,St. Clair,38.4703,-89.9284
IL,Stark,41.0934,-89.7975
IL,Stephenson,42.3518,-89.6623
IL,Tazewell,40.5075,-89.5135
IL,Union,37.4713,-89.2551
IL,Vermilion,40.1834,-87.7328
IL,Wabash,38.4461,-87.8443
IL,Warren,40.8488,-90.615
IL,Washington,38.3522,-89.4105
IL,Wayne,38.4296,-88.4256
IL,White,38.0875,-88.1796
IL,Whiteside,41.7562,-89.9141
IL,Will,41.445,-87.9786
IL,Williamson,37.7303,-88.9299
IL,Winnebago,42.3363,-89.1609
IL,Woodford,40.7883,-89.2113
IN,Adams,40.7457,-84.9367
IN,Allen,41.0909,-85.0665
IN,Bartholomew,39.206,-85.8976
IN,Benton,40.6063,-87.3109
IN,Blackford,40.4736,-85.3249
IN,Boone,40.0508,-86.4687
IN,Brown,39.1962,-86.2274
IN,Carroll,40.5828,-86.5635
IN,Cass,40.7615,-86.346
IN,Clark,38.4772,-85.7073
IN,Clay,39.3928,-87.1158
IN,Clinton,40.3017,-86.4751
IN,Crawford,38.2924,-86.4517
IN,Daviess,38.7024,-87.072
IN,Dearborn,39.1452,-84.9732
IN,Decatur,39.307,-85.5011
IN,DeKalb,41.3976,-84.9991
IN,Delaware,40.2275,-85.3969
IN,Dubois,38.3643,-86.8798
IN,Elkhart,41.5974,-85.8587
IN,Fayette,39.64,-85.1788
IN,Floyd,38.3187,-85.907
IN,Fountain,40.1209,-87.242
IN,Franklin,39.4149,-85.0602
IN,Fulton,41.047,-86.2635
IN,Gibson,38.3119,-87.5846
IN,Grant,40.5158,-85.6547
IN,Greene,39.0364,-86.9621
IN,Hamilton,40.0725,-86.052
IN,Hancock,39.8236,-85.7732
IN,Harrison,38.1951,-86.1115
IN,Hendricks,39.7695,-86.51
IN,Henry,39.9311,-85.3964
IN,Howard,40.4836,-86.1169
IN,Huntington,40.8292,-85.4881
IN,Jackson,38.9064,-86.0375
IN,Jasper,41.023,-87.1161
IN,Jay,40.4379,-85.0056
IN,Jefferson,38.7858,-85.4386
IN,Jennings,38.9969,-85.6281
IN,Johnson,39.49,-86.1016
IN,Knox,38.6891,-87.418
IN,Kosciusko,41.2441,-85.8607
IN,LaGrange,41.6426,-85.4265
IN,Lake,41.4167,-87.3821
IN,LaPorte,41.546,-86.74
IN,Lawrence,38.8412,-86.4835
IN,Madison,40.1616,-85.7194
IN,Marion,39.7817,-86.1385
IN,Marshall,41.3248,-86.2618
IN,Martin,38.708,-86.8031
IN,Miami,40.7695,-86.045
IN,Monroe,39.1609,-86.5231
IN,Montgomery,40.0404,-86.8933
IN,Morgan,39.4816,-86.4462
IN,Newton,40.9558,-87.3976
IN,Noble,41.3986,-85.4175
IN,Ohio,38.9501,-84.9651
IN,Orange,38.5418,-86.4951
IN,Owen,39.3128,-86.8377
IN,Parke,39.7736,-87.2064
IN,Perry,38.0796,-86.638
IN,Pike,38.3988,-87.2322
IN,Porter,41.4603,-87.0672
IN,Posey,38.0218,-87.8685
IN,Pulaski,41.0419,-86.6988
IN,Putnam,39.6663,-86.845
IN,Randolph,40.1576,-85.0113
IN,Ripley,39.1035,-85.2624
IN,Rush,39.62,-85.4658
IN,Scott,38.6851,-85.7475
IN,Shelby,39.5237,-85.7917
IN,Spencer,38.0141,-87.0077
IN,St. Joseph,41.6166,-86.2899
IN,Starke,41.2809,-86.6476
IN,Steuben,41.6439,-85.0008
IN,Sullivan,39.0889,-87.4147
IN,Switzerland,38.8262,-85.037
IN,Tippecanoe,40.3886,-86.8941
IN,Tipton,40.3113,-86.0519
IN,Union,39.6256,-84.9252
IN,Vanderburgh,38.0249,-87.5859
IN,Vermillion,39.8538,-87.464
IN,Vigo,39.4306,-87.39
IN,Wabash,40.8457,-85.794
IN,Warren,40.3469,-87.3533
IN,Warrick,38.0922,-87.2721
IN,Washington,38.6,-86.1053
IN,Wayne,39.8644,-85.0099
IN,Wells,40.7293,-85.2212
IN,White,40.7498,-86.8655
IN,Whitley,41.1394,-85.5051
KS,Allen,37.8857,-95.3014
KS,Anderson,38.2142,-95.2933
KS,Atchison,39.5318,-95.3135
KS,Barber,37.2289,-98.6848
KS,Barton,38.479,-98.7565
KS,Bourbon,37.8552,-94.8493
KS,Brown,39.8265,-95.5642
KS,Butler,37.7812,-96.839
KS,Chase,38.302,-96.594
KS,Chautauqua,37.15,-96.2454
KS,Cherokee,37.1693,-94.8463
KS,Cheyenne,39.7859,-101.7319
KS,Clark,37.2355,-99.8203
KS,Clay,39.3497,-97.1652
KS,Cloud,39.4803,-97.6493
KS,Coffey,38.2369,-95.7341
KS,Comanche,37.1913,-99.2718
KS,Cowley,37.2377,-96.8375
KS,Crawford,37.5073,-94.8518
KS,Decatur,39.7847,-100.4599
KS,Dickinson,38.8665,-97.1527
KS,Doniphan,39.7881,-95.1468
KS,Douglas,38.8847,-95.2926
KS,Edwards,37.8876,-99.3122
KS,Elk,37.4537,-96.2441
KS,Ellis,38.9147,-99.3173
KS,Ellsworth,38.6966,-98.2047
KS,Finney,38.0443,-100.737
KS,Ford,37.6917,-99.888
KS,Franklin,38.5645,-95.2859
KS,Geary,39.0024,-96.7525
KS,Gove,38.9161,-100.483
KS,Graham,39.3497,-99.8832
KS,Grant,37.5623,-101.308
KS,Gray,37.7382,-100.4379
KS,Greeley,38.4806,-101.806
KS,Greenwood,37.8778,-96.2326
KS,Hamilton,37.9991,-101.7912
KS,Harper,37.1916,-98.0755
KS,Harvey,38.0432,-97.4272
KS,Haskell,37.5622,-100.8712
KS,Hodgeman,38.0875,-99.8979
KS,Jackson,39.4168,-95.7937
KS,Jefferson,39.2358,-95.3834
KS,Jewell,39.7847,-98.2183
KS,Johnson,38.8838,-94.8223
KS,Kearny,38.0003,-101.3199
KS,Kingman,37.5589,-98.1363
KS,Kiowa,37.5582,-99.2861
KS,Labette,37.1913,-95.2976
KS,Lane,38.4813,-100.4664
KS,Leavenworth,39.1993,-95.038
KS,Lincoln,39.0453,-98.2077
KS,Linn,38.2123,-94.843
KS,Logan,38.9173,-101.1484
KS,Lyon,38.4562,-96.1526
KS,Marion,38.3589,-97.0969
KS,Marshall,39.7836,-96.5229
KS,McPherson,38.3917,-97.648
KS,Meade,37.2382,-100.3662
KS,Miami,38.5635,-94.8381
KS,Mitchell,39.3933,-98.2094
KS,Montgomery,37.1925,-95.7429
KS,Morris,38.6874,-96.6499
KS,Morton,37.1914,-101.7992
KS,Nemaha,39.7834,-96.0141
KS,Neosho,37.5585,-95.3068
KS,Ness,38.4794,-99.9161
KS,Norton,39.7844,-99.9035
KS,Osage,38.6523,-95.7269
KS,Osborne,39.3503,-98.7679
KS,Ottawa,39.1325,-97.6502
KS,Pawnee,38.1813,-99.2367
KS,Phillips,39.7846,-99.347
KS,Pottawatomie,39.379,-96.3424
KS,Pratt,37.6477,-98.7396
KS,Rawlins,39.7852,-101.0765
KS,Reno,37.953,-98.086
KS,Republic,39.8278,-97.6506
KS,Rice,38.3472,-98.201
KS,Riley,39.2966,-96.7352
KS,Rooks,39.3502,-99.325
KS,Rush,38.5231,-99.3092
KS,Russell,38.9148,-98.7624
KS,Saline,38.7838,-97.65
KS,Scott,38.4822,-100.9069
KS,Sedgwick,37.6848,-97.461
KS,Seward,37.1933,-100.8513
KS,Shawnee,39.0415,-95.7565
KS,Sheridan,39.3503,-100.4418
KS,Sherman,39.3514,-101.72
KS,Smith,39.7852,-98.7855
KS,Stafford,38.031,-98.7174
KS,Stanton,37.563,-101.7842
KS,Stevens,37.1923,-101.3121
KS,Sumner,37.2373,-97.4765
KS,Thomas,39.3509,-101.0555
KS,Trego,38.9143,-99.8728
KS,Wabaunsee,38.9533,-96.205
KS,Wallace,38.9167,-101.7636
KS,Washington,39.7842,-97.0875
KS,Wichita,38.4821,-101.3474
KS,Wilson,37.5593,-95.7434
KS,Woodson,37.8867,-95.7401
KS,Wyandotte,39.1146,-94.7646
KY,Adair,37.1042,-85.2806
KY,Allen,36.7513,-86.1904
KY,Anderson,38.0039,-84.991
KY,Ballard,37.0585,-88.9995
KY,Barren,36.9656,-85.9337
KY,Bath,38.145,-83.7427
KY,Bell,36.7306,-83.6741
KY,Boone,38.9699,-84.7278
KY,Bourbon,38.2067,-84.2171
KY,Boyd,38.3596,-82.6878
KY,Boyle,37.6244,-84.8668
KY,Bracken,38.6888,-84.0901
KY,Breathitt,37.5216,-83.3241
KY,Breckinridge,37.7734,-86.4293
KY,Bullitt,37.9701,-85.6959
KY,Butler,37.2073,-86.6816
KY,Caldwell,37.1454,-87.8679
KY,Calloway,36.621,-88.2723
KY,Campbell,38.9465,-84.3795
KY,Carlisle,36.8532,-88.971
KY,Carroll,38.6678,-85.1236
KY,Carter,38.3182,-83.0495
KY,Casey,37.3223,-84.9283
KY,Christian,36.8941,-87.4904
KY,Clark,37.9708,-84.1474
KY,Clay,37.1597,-83.7146
KY,Clinton,36.7274,-85.1362
KY,Crittenden,37.3527,-88.0972
KY,Cumberland,36.7866,-85.3885
KY,Daviess,37.7318,-87.0873
KY,Edmonson,37.2088,-86.2384
KY,Elliott,38.1179,-83.0976
KY,Estill,37.6924,-83.9643
KY,Fayette,38.0423,-84.4587
KY,Fleming,38.3701,-83.6967
KY,Floyd,37.5571,-82.7457
KY,Franklin,38.2392,-84.877
KY,Fulton,36.554,-89.1874
KY,Gallatin,38.7569,-84.8593
KY,Garrard,37.6396,-84.5377
KY,Grant,38.6488,-84.6246
KY,Graves,36.7231,-88.6512
KY,Grayson,37.4608,-86.3439
KY,Green,37.264,-85.5531
KY,Greenup,38.5457,-82.9223
KY,Hancock,37.8415,-86.7779
KY,Hardin,37.6979,-85.9634
KY,Harlan,36.8569,-83.218
KY,Harrison,38.4418,-84.3314
KY,Hart,37.2999,-85.8847
KY,Henderson,37.7958,-87.5729
KY,Henry,38.4485,-85.1189
KY,Hickman,36.6781,-88.9761
KY,Hopkins,37.3088,-87.5408
KY,Jackson,37.4198,-84.0058
KY,Jefferson,38.1872,-85.6591
KY,Jessamine,37.872,-84.5809
KY,Johnson,37.8466,-82.8315
KY,Kenton,38.9334,-84.5333
KY,Knott,37.354,-82.9541
KY,Knox,36.8906,-83.854
KY,Larue,37.5458,-85.6979
KY,Laurel,37.1107,-84.1178
KY,Lawrence,38.0679,-82.7348
KY,Lee,37.5948,-83.7162
KY,Leslie,37.0941,-83.3811
KY,Letcher,37.1212,-82.8553
KY,Lewis,38.5315,-83.3781
KY,Lincoln,37.4554,-84.6608
KY,Livingston,37.2096,-88.3537
KY,Logan,36.8597,-86.8789
KY,Lyon,37.0191,-88.0832
KY,Madison,37.7202,-84.278
KY,Magoffin,37.7065,-83.0649
KY,Marion,37.5525,-85.2696
KY,Marshall,36.8835,-88.3294
KY,Martin,37.8016,-82.5132
KY,Mason,38.5952,-83.8242
KY,McCracken,37.054,-88.7128
KY,McCreary,36.7371,-84.4842
KY,McLean,37.5292,-87.2636
KY,Meade,37.9697,-86.217
KY,Menifee,37.9414,-83.5989
KY,Mercer,37.811,-84.8745
KY,Metcalfe,36.9905,-85.6292
KY,Monroe,36.7122,-85.7165
KY,Montgomery,38.0335,-83.9131
KY,Morgan,37.9223,-83.2589
KY,Muhlenberg,37.2158,-87.142
KY,Nelson,37.8052,-85.466
KY,Nicholas,38.3356,-84.0153
KY,Ohio,37.4782,-86.8489
KY,Oldham,38.3994,-85.4483
KY,Owen,38.5197,-84.8281
KY,Owsley,37.4192,-83.6831
KY,Pendleton,38.6956,-84.3603
KY,Perry,37.2443,-83.2215
KY,Pike,37.4691,-82.3958
KY,Powell,37.8311,-83.8237
KY,Pulaski,37.1039,-84.5772
KY,Robertson,38.5188,-84.052
KY,Rockcastle,37.3652,-84.316
KY,Rowan,38.1963,-83.4211
KY,Russell,36.9911,-85.0587
KY,Scott,38.2916,-84.5839
KY,Shelby,38.2155,-85.1948
KY,Simpson,36.742,-86.5823
KY,Spencer,38.0325,-85.3278
KY,Taylor,37.3665,-85.3279
KY,Todd,36.8357,-87.1792
KY,Trigg,36.8064,-87.8733
KY,Trimble,38.613,-85.3375
KY,Union,37.6584,-87.9454
KY,Warren,36.9936,-86.4238
KY,Washington,37.7534,-85.1748
KY,Wayne,36.8013,-84.8286
KY,Webster,37.5184,-87.6832
KY,Whitley,36.7581,-84.1452
KY,Wolfe,37.7393,-83.4932
KY,Woodford,38.0424,-84.7436
LA,Acadia,30.2906,-92.412
LA,Allen,30.653,-92.828
LA,Ascension,30.2036,-90.9113
LA,Assumption,29.9024,-91.0608
LA,Avoyelles,31.0763,-92.0014
LA,Beauregard,30.6486,-93.3432
LA,Bienville,32.3473,-93.0561
LA,Bossier,32.6784,-93.6049
LA,Caddo,32.5806,-93.8823
LA,Calcasieu,30.2293,-93.3581
LA,Caldwell,32.0925,-92.1166
LA,Cameron,29.8754,-93.1937
LA,Catahoula,31.6662,-91.847
LA,Claiborne,32.8227,-92.9958
LA,Concordia,31.4459,-91.6401
LA,De Soto,32.0554,-93.7373
LA,East Baton Rouge,30.5383,-91.0956
LA,East Carroll,32.7325,-91.235
LA,East Feliciana,30.8451,-91.0455
LA,Evangeline,30.7289,-92.4059
LA,Franklin,32.1333,-91.6738
LA,Grant,31.5997,-92.5595
LA,Iberia,29.8967,-91.7308
LA,Iberville,30.2586,-91.3495
LA,Jackson,32.302,-92.5578
LA,Jefferson,29.7882,-90.1276
LA,Jefferson Davis,30.2677,-92.8141
LA,Lafayette,30.2068,-92.0639
LA,Lafourche,29.5662,-90.4256
LA,LaSalle,31.6769,-92.1605
LA,Lincoln,32.6016,-92.6649
LA,Livingston,30.4401,-90.7279
LA,Madison,32.3644,-91.2427
LA,Morehouse,32.8202,-91.8018
LA,Natchitoches,31.7234,-93.0962
LA,Orleans,30.0687,-89.9289
LA,Ouachita,32.4784,-92.1549
LA,Plaquemines,29.4406,-89.61
LA,Pointe Coupee,30.7095,-91.6008
LA,Rapides,31.1986,-92.5332
LA,Red River,32.0931,-93.3398
LA,Richland,32.4178,-91.7635
LA,Sabine,31.564,-93.5547
LA,St. Bernard,29.8691,-89.5549
LA,St. Charles,29.9055,-90.3582
LA,St. Helena,30.822,-90.7103
LA,St. James,30.027,-90.7931
LA,St. John the Baptist,30.1264,-90.4709
LA,St. Landry,30.5989,-92.0058
LA,St. Martin,30.1291,-91.6083
LA,St. Mary,29.7207,-91.4486
LA,St. Tammany,30.4103,-89.9584
LA,Tangipahoa,30.6266,-90.4057
LA,Tensas,32.0019,-91.3401
LA,Terrebonne,29.4148,-90.8663
LA,Union,32.8318,-92.3748
LA,Vermilion,29.8465,-92.3242
LA,Vernon,31.1083,-93.1843
LA,Washington,30.8533,-90.0405
LA,Webster,32.7135,-93.335
LA,West Baton Rouge,30.4636,-91.3127
LA,West Carroll,32.7885,-91.4568
LA,West Feliciana,30.8798,-91.42
LA,Winn,31.9442,-92.6369
MA,Barnstable,41.7244,-70.2903
MA,Berkshire,42.3707,-73.2063
MA,Bristol,41.7972,-71.1145
MA,Dukes,41.3961,-70.65
MA,Essex,42.6732,-70.9524
MA,Franklin,42.5831,-72.5918
MA,Hampden,42.1351,-72.6316
MA,Hampshire,42.3402,-72.6638
MA,Middlesex,42.4856,-71.3918
MA,Nantucket,41.2831,-70.0692
MA,Norfolk,42.1603,-71.2118
MA,Plymouth,41.9511,-70.8115
MA,Suffolk,42.3329,-71.0735
MA,Worcester,42.3514,-71.9077
MD,Allegany,39.6214,-78.6976
MD,Anne Arundel,39.0065,-76.6051
MD,Baltimore,39.4629,-76.6395
MD,Baltimore,39.3051,-76.6144
MD,Calvert,38.5434,-76.5687
MD,Caroline,38.8717,-75.8316
MD,Carroll,39.5629,-77.0225
MD,Cecil,39.5712,-75.9407
MD,Charles,38.5073,-76.9922
MD,Dorchester,38.4829,-76.0126
MD,Frederick,39.4722,-77.398
MD,Garrett,39.5289,-79.2729
MD,Harford,39.5611,-76.3171
MD,Howard,39.2507,-76.9312
MD,Kent,39.2556,-76.039
MD,Montgomery,39.1363,-77.2042
MD,Prince George's,38.8295,-76.8473
MD,Queen Anne's,39.068,-76.02
MD,Somerset,38.1158,-75.7518
MD,St. Mary's,38.3024,-76.6058
MD,Talbot,38.7714,-76.0971
MD,Washington,39.6036,-77.814
MD,Wicomico,38.3733,-75.6208
MD,Worcester,38.2128,-75.334
ME,Androscoggin,44.1658,-70.2064
ME,Aroostook,46.6589,-68.5989
ME,Cumberland,43.8466,-70.3996
ME,Franklin,44.974,-70.444
ME,Hancock,44.6647,-68.3584
ME,Kennebec,44.4091,-69.7673
ME,Knox,44.141,-69.1686
ME,Lincoln,44.0665,-69.5434
ME,Oxford,44.4999,-70.7566
ME,Penobscot,45.4006,-68.6495
ME,Piscataquis,45.8374,-69.2846
ME,Sagadahoc,43.9598,-69.8546
ME,Somerset,45.5139,-69.9589
ME,Waldo,44.5028,-69.1454
ME,Washington,45.0307,-67.6287
ME,York,43.4782,-70.7144
MI,Alcona,44.6854,-83.5938
MI,Alger,46.4086,-86.604
MI,Allegan,42.5913,-85.8883
MI,Alpena,45.0348,-83.6282
MI,Antrim,44.9991,-85.1402
MI,Arenac,44.0655,-83.8952
MI,Baraga,46.6626,-88.3652
MI,Barry,42.595,-85.309
MI,Bay,43.7075,-83.9924
MI,Benzie,44.6387,-86.0155
MI,Berrien,41.9547,-86.4123
MI,Branch,41.9161,-85.059
MI,Calhoun,42.2465,-85.0056
MI,Cass,41.9154,-85.9935
MI,Charlevoix,45.2995,-85.124
MI,Cheboygan,45.4463,-84.4999
MI,Chippewa,46.3053,-84.578
MI,Clare,43.9879,-84.8478
MI,Clinton,42.9437,-84.6015
MI,Crawford,44.6837,-84.6103
MI,Delta,45.9193,-86.9241
MI,Dickinson,46.0092,-87.8703
MI,Eaton,42.5961,-84.8383
MI,Emmet,45.5202,-84.8904
MI,Genesee,43.0217,-83.7067
MI,Gladwin,43.9907,-84.3883
MI,Gogebic,46.4087,-89.6943
MI,Grand Traverse,44.6687,-85.5605
MI,Gratiot,43.2927,-84.6049
MI,Hillsdale,41.8878,-84.5929
MI,Houghton,46.8976,-88.6875
MI,Huron,43.8333,-83.019
MI,Ingham,42.5971,-84.3735
MI,Ionia,42.9451,-85.0746
MI,Iosco,44.3559,-83.6359
MI,Iron,46.2087,-88.5305
MI,Isabella,43.6406,-84.8468
MI,Jackson,42.2485,-84.4234
MI,Kalamazoo,42.2455,-85.5312
MI,Kalkaska,44.6847,-85.0902
MI,Kent,43.0322,-85.5493
MI,Keweenaw,47.628,-88.4346
MI,Lake,43.9901,-85.8016
MI,Lapeer,43.0901,-83.2218
MI,Leelanau,44.9385,-85.812
MI,Lenawee,41.8951,-84.0664
MI,Livingston,42.6029,-83.9115
MI,Luce,46.4706,-85.5444
MI,Mackinac,46.0805,-85.0872
MI,Macomb,42.6957,-82.9323
MI,Manistee,44.333,-86.0568
MI,Marquette,46.4313,-87.6416
MI,Mason,43.9952,-86.25
MI,Mecosta,43.6408,-85.3246
MI,Menominee,45.5801,-87.5566
MI,Midland,43.6468,-84.3881
MI,Missaukee,44.3374,-85.0947
MI,Monroe,41.9291,-83.5394
MI,Montcalm,43.311,-85.1525
MI,Montmorency,45.0276,-84.1272
MI,Muskegon,43.2912,-86.152
MI,Newaygo,43.5542,-85.8009
MI,Oakland,42.6604,-83.3858
MI,Oceana,43.641,-86.2675
MI,Ogemaw,44.335,-84.1264
MI,Ontonagon,46.6644,-89.3148
MI,Osceola,43.9898,-85.3252
MI,Oscoda,44.6818,-84.1298
MI,Otsego,45.0214,-84.599
MI,Ottawa,42.9599,-85.996
MI,Presque Isle,45.3401,-83.918
MI,Roscommon,44.3356,-84.6116
MI,Saginaw,43.335,-84.0532
MI,Sanilac,43.4236,-82.8203
MI,Schoolcraft,46.1966,-86.1996
MI,Shiawassee,42.9537,-84.1467
MI,St. Clair,42.9341,-82.6806
MI,St. Joseph,41.9144,-85.5278
MI,Tuscola,43.4641,-83.4167
MI,Van Buren,42.2513,-86.0188
MI,Washtenaw,42.2532,-83.8388
MI,Wayne,42.2822,-83.283
MI,Wexford,44.3383,-85.5785
MN,Aitkin,46.6082,-93.4155
MN,Anoka,45.2733,-93.2465
MN,Becker,46.9346,-95.674
MN,Beltrami,47.9738,-94.9377
MN,Benton,45.6991,-93.9988
MN,Big Stone,45.4261,-96.411
MN,Blue Earth,44.0346,-94.067
MN,Brown,44.2421,-94.7276
MN,Carlton,46.5924,-92.677
MN,Carver,44.8207,-93.8026
MN,Cass,46.9496,-94.3254
MN,Chippewa,45.0223,-95.5667
MN,Chisago,45.5025,-92.9083
MN,Clay,46.8923,-96.4906
MN,Clearwater,47.5777,-95.379
MN,Cook,47.9026,-90.5354
MN,Cottonwood,44.0071,-95.1812
MN,Crow Wing,46.4824,-94.0709
MN,Dakota,44.6719,-93.0654
MN,Dodge,44.0226,-92.8621
MN,Douglas,45.9338,-95.4535
MN,Faribault,43.6739,-93.948
MN,Fillmore,43.674,-92.0902
MN,Freeborn,43.6738,-93.3488
MN,Goodhue,44.4097,-92.7229
MN,Grant,45.9341,-96.0122
MN,Hennepin,45.0046,-93.477
MN,Houston,43.6714,-91.4929
MN,Hubbard,47.1086,-94.9166
MN,Isanti,45.5615,-93.2951
MN,Itasca,47.5095,-93.6319
MN,Jackson,43.6742,-95.1541
MN,Kanabec,45.9452,-93.2934
MN,Kandiyohi,45.1524,-95.0047
MN,Kittson,48.7766,-96.7829
MN,Koochiching,48.2453,-93.7834
MN,Lac qui Parle,44.9955,-96.1735
MN,Lake,47.6411,-91.4458
MN,Lake of the Woods,48.7712,-94.9046
MN,Le Sueur,44.3714,-93.7301
MN,Lincoln,44.4126,-96.2671
MN,Lyon,44.4135,-95.839
MN,Mahnomen,47.3253,-95.8091
MN,Marshall,48.3581,-96.3685
MN,Martin,43.6744,-94.5511
MN,McLeod,44.8236,-94.2724
MN,Meeker,45.1231,-94.5273
MN,Mille Lacs,45.938,-93.6301
MN,Morrison,46.0126,-94.2684
MN,Mower,43.6715,-92.7525
MN,Murray,44.0221,-95.7633
MN,Nicollet,44.3499,-94.2475
MN,Nobles,43.6742,-95.7534
MN,Norman,47.3265,-96.4553
MN,Olmsted,44.0038,-92.4018
MN,Otter Tail,46.4088,-95.708
MN,Pennington,48.0662,-96.0367
MN,Pine,46.1208,-92.7413
MN,Pipestone,44.023,-96.2587
MN,Polk,47.7739,-96.4019
MN,Pope,45.586,-95.4445
MN,Ramsey,45.0171,-93.0996
MN,Red Lake,47.8717,-96.0953
MN,Redwood,44.4037,-95.2538
MN,Renville,44.7268,-94.9471
MN,Rice,44.3543,-93.2967
MN,Rock,43.6747,-96.2532
MN,Roseau,48.7751,-95.8108
MN,Scott,44.6485,-93.5359
MN,Sherburne,45.444,-93.7748
MN,Sibley,44.5795,-94.2321
MN,St. Louis,47.6031,-92.4707
MN,Stearns,45.5522,-94.6131
MN,Steele,44.0223,-93.2261
MN,Stevens,45.5861,-96.0003
MN,Swift,45.2827,-95.6815
MN,Todd,46.0706,-94.8976
MN,Traverse,45.7722,-96.4716
MN,Wabasha,44.2843,-92.2303
MN,Wadena,46.5858,-94.9694
MN,Waseca,44.0221,-93.5873
MN,Washington,45.0388,-92.8838
MN,Watonwan,43.9784,-94.6141
MN,Wilkin,46.357,-96.4683
MN,Winona,43.9869,-91.7792
MN,Wright,45.174,-93.963
MN,Yellow Medicine,44.7162,-95.8684
MO,Adair,40.1906,-92.6007
MO,Andrew,39.9835,-94.8021
MO,Atchison,40.4308,-95.4281
MO,Audrain,39.2157,-91.8416
MO,Barry,36.7099,-93.8291
MO,Barton,37.5023,-94.3471
MO,Bates,38.2573,-94.34
MO,Benton,38.2949,-93.2879
MO,Bollinger,37.3222,-90.0259
MO,Boone,38.9906,-92.3097
MO,Buchanan,39.6598,-94.8059
MO,Butler,36.7164,-90.4066
MO,Caldwell,39.6557,-93.9827
MO,Callaway,38.8355,-91.926
MO,Camden,38.027,-92.766
MO,Cape Girardeau,37.384,-89.6845
MO,Carroll,39.427,-93.5052
MO,Carter,36.9412,-90.9623
MO,Cass,38.647,-94.3549
MO,Cedar,37.7239,-93.8566
MO,Chariton,39.5151,-92.9626
MO,Christian,36.9696,-93.1889
MO,Clark,40.4103,-91.7384
MO,Clay,39.3105,-94.4209
MO,Clinton,39.6018,-94.4046
MO,Cole,38.5054,-92.2816
MO,Cooper,38.8435,-92.8101
MO,Crawford,37.9764,-91.3039
MO,Dade,37.4321,-93.8503
MO,Dallas,37.6804,-93.0237
MO,Daviess,39.9608,-93.9855
MO,DeKalb,39.8932,-94.4047
MO,Dent,37.6066,-91.5079
MO,Douglas,36.9326,-92.4988
MO,Dunklin,36.2721,-90.0909
MO,Franklin,38.4111,-91.075
MO,Gasconade,38.4409,-91.5079
MO,Gentry,40.2121,-94.4099
MO,Greene,37.2581,-93.342
MO,Grundy,40.1139,-93.5653
MO,Harrison,40.3547,-93.992
MO,Henry,38.3852,-93.7928
MO,Hickory,37.9408,-93.3207
MO,Holt,40.0944,-95.2155
MO,Howard,39.1425,-92.6963
MO,Howell,36.774,-91.8865
MO,Iron,37.5552,-90.7734
MO,Jackson,39.0085,-94.3461
MO,Jasper,37.2036,-94.3406
MO,Jefferson,38.261,-90.5377
MO,Johnson,38.7441,-93.8064
MO,Knox,40.1282,-92.1481
MO,Laclede,37.6583,-92.5903
MO,Lafayette,39.0655,-93.7855
MO,Lawrence,37.1064,-93.833
MO,Lewis,40.0969,-91.7221
MO,Lincoln,39.058,-90.96
MO,Linn,39.8702,-93.1072
MO,Livingston,39.7821,-93.5482
MO,Macon,39.8308,-92.5646
MO,Madison,37.478,-90.345
MO,Maries,38.1616,-91.9249
MO,Marion,39.8059,-91.6224
MO,McDonald,36.6287,-94.3483
MO,Mercer,40.4223,-93.5686
MO,Miller,38.2145,-92.4284
MO,Mississippi,36.8281,-89.2911
MO,Moniteau,38.6328,-92.5831
MO,Monroe,39.4954,-92.0007
